id,method,valid,title,description
118,GET,False,[API][GET /1.0/kb/accounts/pagination] List accounts,"This API endpoint is intended to list accounts.
A user should be able to use this endpoint to list accounts.
Interaction occurs via the `GET /1.0/kb/accounts/pagination` endpoint. 

Acceptance Criteria:
- User interacts with the endpoint to list accounts.
- Verify the system processes the request as generally expected.
- Confirm basic error paths are handled without crashing.
"
119,GET,False,[API][GET /1.0/kb/accounts/search/{searchKey}] Search accounts,"This API endpoint is intended to search accounts.
A user should be able to use this endpoint to search accounts.
Interaction occurs via the `GET /1.0/kb/accounts/search/{searchKey}` endpoint. 

Acceptance Criteria:
- When a user attempts to search accounts successfully.
- The API should respond with a 200 status code.
"
120,GET,False,[API][GET /1.0/kb/accounts/{accountId}/bundles] Retrieve bundles for account,"This API endpoint is intended to retrieve bundles for account.
A user should be able to use this endpoint to retrieve bundles for account.
Interaction occurs via the `GET /1.0/kb/accounts/{accountId}/bundles` endpoint. 

Acceptance Criteria:
- When a user provides invalid input or an error condition occurs while trying to retrieve bundles for account.
- The API should return an appropriate error status (e.g., 400).
"
121,GET,False,[API][GET /1.0/kb/accounts/{accountId}/timeline] Retrieve account timeline,"This API endpoint is intended to retrieve account timeline.
A user should be able to use this endpoint to retrieve account timeline.
Interaction occurs via the `GET /1.0/kb/accounts/{accountId}/timeline` endpoint. 

Acceptance Criteria:
- When a user attempts to retrieve account timeline successfully.
- The API should respond with a 200 status code.
- When a user provides invalid input or an error condition occurs while trying to retrieve account timeline.
- The API should return an appropriate error status (e.g., 400).
"
122,PUT,False,[API][PUT /1.0/kb/accounts/{accountId}/cbaRebalancing] Rebalance account CBA,"This API endpoint is intended to rebalance account cba.
A user should be able to use this endpoint to rebalance account cba.
Interaction occurs via the `PUT /1.0/kb/accounts/{accountId}/cbaRebalancing` endpoint. 

Acceptance Criteria:
- When a user attempts to rebalance account cba successfully.
- The API should respond with a 204 status code.
"
123,GET,False,[API][GET /1.0/kb/accounts/{accountId}/invoices] Retrieve account invoices,"This API endpoint is intended to retrieve account invoices.
A user should be able to use this endpoint to retrieve account invoices.
Interaction occurs via the `GET /1.0/kb/accounts/{accountId}/invoices` endpoint. 

Acceptance Criteria:
- User interacts with the endpoint to retrieve account invoices.
- Verify the system processes the request as generally expected.
- Confirm basic error paths are handled without crashing.
"
124,GET,False,[API][GET /1.0/kb/accounts/{accountId}/invoicePayments] Retrieve account invoice payments,"This API endpoint is intended to retrieve account invoice payments.
A user should be able to use this endpoint to retrieve account invoice payments.
Interaction occurs via the `GET /1.0/kb/accounts/{accountId}/invoicePayments` endpoint. 

Acceptance Criteria:
- When a user attempts to retrieve account invoice payments successfully.
- The API should respond with a 200 status code.
- When a user provides invalid input or an error condition occurs while trying to retrieve account invoice payments.
- The API should return an appropriate error status (e.g., 400).
"
125,POST,False,[API][POST /1.0/kb/accounts/{accountId}/invoicePayments] Trigger a payment for all unpaid invoices,"This API endpoint is intended to trigger a payment for all unpaid invoices.
A user should be able to use this endpoint to trigger a payment for all unpaid invoices.
Interaction occurs via the `POST /1.0/kb/accounts/{accountId}/invoicePayments` endpoint. 

Acceptance Criteria:
- When a user attempts to trigger a payment for all unpaid invoices successfully.
- The API should respond with a 204 status code.
"
126,GET,False,[API][GET /1.0/kb/accounts/{accountId}/paymentMethods] Retrieve account payment methods,"This API endpoint is intended to retrieve account payment methods.
A user should be able to use this endpoint to retrieve account payment methods.
Interaction occurs via the `GET /1.0/kb/accounts/{accountId}/paymentMethods` endpoint. 

Acceptance Criteria:
- When a user attempts to retrieve account payment methods successfully.
- The API should respond with a 200 status code.
- When a user provides invalid input or an error condition occurs while trying to retrieve account payment methods.
- The API should return an appropriate error status (e.g., 400).
"
127,POST,False,[API][POST /1.0/kb/accounts/{accountId}/paymentMethods] Add a payment method,"This API endpoint is intended to add a payment method.
A user should be able to use this endpoint to add a payment method.
Interaction occurs via the `POST /1.0/kb/accounts/{accountId}/paymentMethods` endpoint. 

Acceptance Criteria:
- When a user provides invalid input or an error condition occurs while trying to add a payment method.
- The API should return an appropriate error status (e.g., 400).
"
128,PUT,False,[API][PUT /1.0/kb/accounts/{accountId}/paymentMethods/refresh] Refresh account payment methods,"This API endpoint is intended to refresh account payment methods.
A user should be able to use this endpoint to refresh account payment methods.
Interaction occurs via the `PUT /1.0/kb/accounts/{accountId}/paymentMethods/refresh` endpoint. 

Acceptance Criteria:
- When a user provides invalid input or an error condition occurs while trying to refresh account payment methods.
- The API should return an appropriate error status (e.g., 400).
"
129,PUT,False,[API][PUT /1.0/kb/accounts/{accountId}/paymentMethods/{paymentMethodId}/setDefault] Set the default payment method,"This API endpoint is intended to set the default payment method.
A user should be able to use this endpoint to set the default payment method.
Interaction occurs via the `PUT /1.0/kb/accounts/{accountId}/paymentMethods/{paymentMethodId}/setDefault` endpoint. 

Acceptance Criteria:
- When a user attempts to set the default payment method successfully.
- The API should respond with a 204 status code.
- When a user provides invalid input or an error condition occurs while trying to set the default payment method.
- The API should return an appropriate error status (e.g., 400).
"
130,GET,False,[API][GET /1.0/kb/accounts/{accountId}/payments] Retrieve account payments,"This API endpoint is intended to retrieve account payments.
A user should be able to use this endpoint to retrieve account payments.
Interaction occurs via the `GET /1.0/kb/accounts/{accountId}/payments` endpoint. 

Acceptance Criteria:
- When a user attempts to retrieve account payments successfully.
- The API should respond with a 200 status code.
"
131,POST,False,"[API][POST /1.0/kb/accounts/{accountId}/payments] Trigger a payment (authorization, purchase or credit)","This API endpoint is intended to trigger a payment (authorization, purchase or credit).
A user should be able to use this endpoint to trigger a payment (authorization, purchase or credit).
Interaction occurs via the `POST /1.0/kb/accounts/{accountId}/payments` endpoint. 

Acceptance Criteria:
- User interacts with the endpoint to trigger a payment (authorization, purchase or credit).
- Verify the system processes the request as generally expected.
- Confirm basic error paths are handled without crashing.
"
132,POST,False,"[API][POST /1.0/kb/accounts/payments] Trigger a payment using the account external key (authorization, purchase or credit)","This API endpoint is intended to trigger a payment using the account external key (authorization, purchase or credit).
A user should be able to use this endpoint to trigger a payment using the account external key (authorization, purchase or credit).
Interaction occurs via the `POST /1.0/kb/accounts/payments` endpoint. 

Acceptance Criteria:
- When a user attempts to trigger a payment using the account external key (authorization, purchase or credit) successfully.
- The API should respond with a 201 status code.
"
133,GET,False,[API][GET /1.0/kb/accounts/{accountId}/overdue] Retrieve overdue state for account,"This API endpoint is intended to retrieve overdue state for account.
A user should be able to use this endpoint to retrieve overdue state for account.
Interaction occurs via the `GET /1.0/kb/accounts/{accountId}/overdue` endpoint. 

Acceptance Criteria:
- User interacts with the endpoint to retrieve overdue state for account.
- Verify the system processes the request as generally expected.
- Confirm basic error paths are handled without crashing.
"
134,GET,False,[API][GET /1.0/kb/accounts/block/{blockingId}/auditLogsWithHistory] Retrieve blocking state audit logs with history by id,"This API endpoint is intended to retrieve blocking state audit logs with history by id.
A user should be able to use this endpoint to retrieve blocking state audit logs with history by id.
Interaction occurs via the `GET /1.0/kb/accounts/block/{blockingId}/auditLogsWithHistory` endpoint. 

Acceptance Criteria:
- When a user provides invalid input or an error condition occurs while trying to retrieve blocking state audit logs with history by id.
- The API should return an appropriate error status (e.g., 404).
"
135,GET,False,[API][GET /1.0/kb/accounts/{accountId}/allCustomFields] Retrieve account customFields,"This API endpoint is intended to retrieve account customfields.
A user should be able to use this endpoint to retrieve account customfields.
Interaction occurs via the `GET /1.0/kb/accounts/{accountId}/allCustomFields` endpoint. 

Acceptance Criteria:
- When a user provides invalid input or an error condition occurs while trying to retrieve account customfields.
- The API should return an appropriate error status (e.g., 400).
"
136,GET,False,[API][GET /1.0/kb/accounts/{accountId}/allTags] Retrieve account tags,"This API endpoint is intended to retrieve account tags.
A user should be able to use this endpoint to retrieve account tags.
Interaction occurs via the `GET /1.0/kb/accounts/{accountId}/allTags` endpoint. 

Acceptance Criteria:
- When a user attempts to retrieve account tags successfully.
- The API should respond with a 200 status code.
- When a user provides invalid input or an error condition occurs while trying to retrieve account tags.
- The API should return an appropriate error status (e.g., 400).
"
137,DELETE,False,[API][DELETE /1.0/kb/accounts/{accountId}/emails/{email}] Delete email from account,"This API endpoint is intended to delete email from account.
A user should be able to use this endpoint to delete email from account.
Interaction occurs via the `DELETE /1.0/kb/accounts/{accountId}/emails/{email}` endpoint. 

Acceptance Criteria:
- When a user provides invalid input or an error condition occurs while trying to delete email from account.
- The API should return an appropriate error status (e.g., 400).
"
138,GET,False,[API][GET /1.0/kb/accounts/{accountId}/emails/{accountEmailId}/auditLogsWithHistory] Retrieve account email audit logs with history by id,"This API endpoint is intended to retrieve account email audit logs with history by id.
A user should be able to use this endpoint to retrieve account email audit logs with history by id.
Interaction occurs via the `GET /1.0/kb/accounts/{accountId}/emails/{accountEmailId}/auditLogsWithHistory` endpoint. 

Acceptance Criteria:
- User interacts with the endpoint to retrieve account email audit logs with history by id.
- Verify the system processes the request as generally expected.
- Confirm basic error paths are handled without crashing.
"
139,GET,False,[API][GET /1.0/kb/accounts/{accountId}/children] List children accounts,"This API endpoint is intended to list children accounts.
A user should be able to use this endpoint to list children accounts.
Interaction occurs via the `GET /1.0/kb/accounts/{accountId}/children` endpoint. 

Acceptance Criteria:
- When a user attempts to list children accounts successfully.
- The API should respond with a 200 status code.
"
140,PUT,False,[API][PUT /1.0/kb/accounts/{childAccountId}/transferCredit] Move a given child credit to the parent level,"This API endpoint is intended to move a given child credit to the parent level.
A user should be able to use this endpoint to move a given child credit to the parent level.
Interaction occurs via the `PUT /1.0/kb/accounts/{childAccountId}/transferCredit` endpoint. 

Acceptance Criteria:
- When a user attempts to move a given child credit to the parent level successfully.
- The API should respond with a 204 status code.
"
141,GET,False,[API][GET /1.0/kb/accounts/{accountId}/auditLogsWithHistory] Retrieve account audit logs with history by account id,"This API endpoint is intended to retrieve account audit logs with history by account id.
A user should be able to use this endpoint to retrieve account audit logs with history by account id.
Interaction occurs via the `GET /1.0/kb/accounts/{accountId}/auditLogsWithHistory` endpoint. 

Acceptance Criteria:
- When a user attempts to retrieve account audit logs with history by account id successfully.
- The API should respond with a 200 status code.
- When a user provides invalid input or an error condition occurs while trying to retrieve account audit logs with history by account id.
- The API should return an appropriate error status (e.g., 404).
"
142,GET,False,[API][GET /1.0/kb/admin/queues] Get queues entries,"This API endpoint is intended to get queues entries.
A user should be able to use this endpoint to get queues entries.
Interaction occurs via the `GET /1.0/kb/admin/queues` endpoint. 

Acceptance Criteria:
- When a user provides invalid input or an error condition occurs while trying to get queues entries.
- The API should return an appropriate error status (e.g., 400).
"
143,PUT,False,[API][PUT /1.0/kb/admin/payments/{paymentId}/transactions/{paymentTransactionId}] Update existing paymentTransaction and associated payment state,"This API endpoint is intended to update existing paymenttransaction and associated payment state.
A user should be able to use this endpoint to update existing paymenttransaction and associated payment state.
Interaction occurs via the `PUT /1.0/kb/admin/payments/{paymentId}/transactions/{paymentTransactionId}` endpoint. 

Acceptance Criteria:
- When a user attempts to update existing paymenttransaction and associated payment state successfully.
- The API should respond with a 204 status code.
- When a user provides invalid input or an error condition occurs while trying to update existing paymenttransaction and associated payment state.
- The API should return an appropriate error status (e.g., 400).
"
144,POST,False,[API][POST /1.0/kb/admin/invoices] Trigger an invoice generation for all parked accounts,"This API endpoint is intended to trigger an invoice generation for all parked accounts.
A user should be able to use this endpoint to trigger an invoice generation for all parked accounts.
Interaction occurs via the `POST /1.0/kb/admin/invoices` endpoint. 

Acceptance Criteria:
- User interacts with the endpoint to trigger an invoice generation for all parked accounts.
- Verify the system processes the request as generally expected.
- Confirm basic error paths are handled without crashing.
"
145,DELETE,False,"[API][DELETE /1.0/kb/admin/cache] Invalidates the given Cache if specified, otherwise invalidates all caches","This API endpoint is intended to invalidates the given cache if specified, otherwise invalidates all caches.
A user should be able to use this endpoint to invalidates the given cache if specified, otherwise invalidates all caches.
Interaction occurs via the `DELETE /1.0/kb/admin/cache` endpoint. 

Acceptance Criteria:
- When a user attempts to invalidates the given cache if specified, otherwise invalidates all caches successfully.
- The API should respond with a 204 status code.
"
146,DELETE,False,[API][DELETE /1.0/kb/admin/cache/accounts/{accountId}] Invalidates Caches per account level,"This API endpoint is intended to invalidates caches per account level.
A user should be able to use this endpoint to invalidates caches per account level.
Interaction occurs via the `DELETE /1.0/kb/admin/cache/accounts/{accountId}` endpoint. 

Acceptance Criteria:
- When a user attempts to invalidates caches per account level successfully.
- The API should respond with a 204 status code.
- When a user provides invalid input or an error condition occurs while trying to invalidates caches per account level.
- The API should return an appropriate error status (e.g., 400).
"
147,DELETE,False,[API][DELETE /1.0/kb/admin/cache/tenants] Invalidates Caches per tenant level,"This API endpoint is intended to invalidates caches per tenant level.
A user should be able to use this endpoint to invalidates caches per tenant level.
Interaction occurs via the `DELETE /1.0/kb/admin/cache/tenants` endpoint. 

Acceptance Criteria:
- When a user attempts to invalidates caches per tenant level successfully.
- The API should respond with a 204 status code.
"
148,PUT,False,[API][PUT /1.0/kb/admin/healthcheck] Put the host back into rotation,"This API endpoint is intended to put the host back into rotation.
A user should be able to use this endpoint to put the host back into rotation.
Interaction occurs via the `PUT /1.0/kb/admin/healthcheck` endpoint. 

Acceptance Criteria:
- When a user attempts to put the host back into rotation successfully.
- The API should respond with a 204 status code.
"
149,DELETE,False,[API][DELETE /1.0/kb/admin/healthcheck] Put the host out of rotation,"This API endpoint is intended to put the host out of rotation.
A user should be able to use this endpoint to put the host out of rotation.
Interaction occurs via the `DELETE /1.0/kb/admin/healthcheck` endpoint. 

Acceptance Criteria:
- User interacts with the endpoint to put the host out of rotation.
- Verify the system processes the request as generally expected.
- Confirm basic error paths are handled without crashing.
"
150,GET,False,[API][GET /1.0/kb/bundles/{bundleId}] Retrieve a bundle by id,"This API endpoint is intended to retrieve a bundle by id.
A user should be able to use this endpoint to retrieve a bundle by id.
Interaction occurs via the `GET /1.0/kb/bundles/{bundleId}` endpoint. 

Acceptance Criteria:
- When a user attempts to retrieve a bundle by id successfully.
- The API should respond with a 200 status code.
- When a user provides invalid input or an error condition occurs while trying to retrieve a bundle by id.
- The API should return an appropriate error status (e.g., 400).
"
151,POST,False,[API][POST /1.0/kb/bundles/{bundleId}] Transfer a bundle to another account,"This API endpoint is intended to transfer a bundle to another account.
A user should be able to use this endpoint to transfer a bundle to another account.
Interaction occurs via the `POST /1.0/kb/bundles/{bundleId}` endpoint. 

Acceptance Criteria:
- When a user attempts to transfer a bundle to another account successfully.
- The API should respond with a 201 status code.
"
152,GET,False,[API][GET /1.0/kb/bundles/{bundleId}/tags] Retrieve bundle tags,"This API endpoint is intended to retrieve bundle tags.
A user should be able to use this endpoint to retrieve bundle tags.
Interaction occurs via the `GET /1.0/kb/bundles/{bundleId}/tags` endpoint. 

Acceptance Criteria:
- User interacts with the endpoint to retrieve bundle tags.
- Verify the system processes the request as generally expected.
- Confirm basic error paths are handled without crashing.
"
153,POST,False,[API][POST /1.0/kb/bundles/{bundleId}/tags] Add tags to bundle,"This API endpoint is intended to add tags to bundle.
A user should be able to use this endpoint to add tags to bundle.
Interaction occurs via the `POST /1.0/kb/bundles/{bundleId}/tags` endpoint. 

Acceptance Criteria:
- When a user attempts to add tags to bundle successfully.
- The API should respond with a 201 status code.
"
154,DELETE,False,[API][DELETE /1.0/kb/bundles/{bundleId}/tags] Remove tags from bundle,"This API endpoint is intended to remove tags from bundle.
A user should be able to use this endpoint to remove tags from bundle.
Interaction occurs via the `DELETE /1.0/kb/bundles/{bundleId}/tags` endpoint. 

Acceptance Criteria:
- When a user attempts to remove tags from bundle successfully.
- The API should respond with a 204 status code.
- When a user provides invalid input or an error condition occurs while trying to remove tags from bundle.
- The API should return an appropriate error status (e.g., 400).
"
155,GET,False,[API][GET /1.0/kb/bundles/{bundleId}/customFields] Retrieve bundle custom fields,"This API endpoint is intended to retrieve bundle custom fields.
A user should be able to use this endpoint to retrieve bundle custom fields.
Interaction occurs via the `GET /1.0/kb/bundles/{bundleId}/customFields` endpoint. 

Acceptance Criteria:
- When a user attempts to retrieve bundle custom fields successfully.
- The API should respond with a 200 status code.
- When a user provides invalid input or an error condition occurs while trying to retrieve bundle custom fields.
- The API should return an appropriate error status (e.g., 400).
"
156,POST,False,[API][POST /1.0/kb/bundles/{bundleId}/customFields] Add custom fields to bundle,"This API endpoint is intended to add custom fields to bundle.
A user should be able to use this endpoint to add custom fields to bundle.
Interaction occurs via the `POST /1.0/kb/bundles/{bundleId}/customFields` endpoint. 

Acceptance Criteria:
- When a user attempts to add custom fields to bundle successfully.
- The API should respond with a 201 status code.
- When a user provides invalid input or an error condition occurs while trying to add custom fields to bundle.
- The API should return an appropriate error status (e.g., 400).
"
157,PUT,False,[API][PUT /1.0/kb/bundles/{bundleId}/customFields] Modify custom fields to bundle,"This API endpoint is intended to modify custom fields to bundle.
A user should be able to use this endpoint to modify custom fields to bundle.
Interaction occurs via the `PUT /1.0/kb/bundles/{bundleId}/customFields` endpoint. 

Acceptance Criteria:
- When a user provides invalid input or an error condition occurs while trying to modify custom fields to bundle.
- The API should return an appropriate error status (e.g., 400).
"
158,DELETE,False,[API][DELETE /1.0/kb/bundles/{bundleId}/customFields] Remove custom fields from bundle,"This API endpoint is intended to remove custom fields from bundle.
A user should be able to use this endpoint to remove custom fields from bundle.
Interaction occurs via the `DELETE /1.0/kb/bundles/{bundleId}/customFields` endpoint. 

Acceptance Criteria:
- When a user provides invalid input or an error condition occurs while trying to remove custom fields from bundle.
- The API should return an appropriate error status (e.g., 400).
"
159,GET,False,[API][GET /1.0/kb/bundles] Retrieve a bundle by external key,"This API endpoint is intended to retrieve a bundle by external key.
A user should be able to use this endpoint to retrieve a bundle by external key.
Interaction occurs via the `GET /1.0/kb/bundles` endpoint. 

Acceptance Criteria:
- When a user attempts to retrieve a bundle by external key successfully.
- The API should respond with a 200 status code.
- When a user provides invalid input or an error condition occurs while trying to retrieve a bundle by external key.
- The API should return an appropriate error status (e.g., 404).
"
160,GET,False,[API][GET /1.0/kb/bundles/{bundleId}/auditLogsWithHistory] Retrieve bundle audit logs with history by id,"This API endpoint is intended to retrieve bundle audit logs with history by id.
A user should be able to use this endpoint to retrieve bundle audit logs with history by id.
Interaction occurs via the `GET /1.0/kb/bundles/{bundleId}/auditLogsWithHistory` endpoint. 

Acceptance Criteria:
- When a user attempts to retrieve bundle audit logs with history by id successfully.
- The API should respond with a 200 status code.
- When a user provides invalid input or an error condition occurs while trying to retrieve bundle audit logs with history by id.
- The API should return an appropriate error status (e.g., 404).
"
161,GET,False,[API][GET /1.0/kb/bundles/pagination] List bundles,"This API endpoint is intended to list bundles.
A user should be able to use this endpoint to list bundles.
Interaction occurs via the `GET /1.0/kb/bundles/pagination` endpoint. 

Acceptance Criteria:
- When a user attempts to list bundles successfully.
- The API should respond with a 200 status code.
"
162,GET,False,[API][GET /1.0/kb/bundles/search/{searchKey}] Search bundles,"This API endpoint is intended to search bundles.
A user should be able to use this endpoint to search bundles.
Interaction occurs via the `GET /1.0/kb/bundles/search/{searchKey}` endpoint. 

Acceptance Criteria:
- User interacts with the endpoint to search bundles.
- Verify the system processes the request as generally expected.
- Confirm basic error paths are handled without crashing.
"
163,PUT,False,[API][PUT /1.0/kb/bundles/{bundleId}/pause] Pause a bundle,"This API endpoint is intended to pause a bundle.
A user should be able to use this endpoint to pause a bundle.
Interaction occurs via the `PUT /1.0/kb/bundles/{bundleId}/pause` endpoint. 

Acceptance Criteria:
- When a user attempts to pause a bundle successfully.
- The API should respond with a 204 status code.
"
164,PUT,False,[API][PUT /1.0/kb/bundles/{bundleId}/resume] Resume a bundle,"This API endpoint is intended to resume a bundle.
A user should be able to use this endpoint to resume a bundle.
Interaction occurs via the `PUT /1.0/kb/bundles/{bundleId}/resume` endpoint. 

Acceptance Criteria:
- When a user attempts to resume a bundle successfully.
- The API should respond with a 204 status code.
"
165,POST,False,[API][POST /1.0/kb/bundles/{bundleId}/block] Block a bundle,"This API endpoint is intended to block a bundle.
A user should be able to use this endpoint to block a bundle.
Interaction occurs via the `POST /1.0/kb/bundles/{bundleId}/block` endpoint. 

Acceptance Criteria:
- When a user attempts to block a bundle successfully.
- The API should respond with a 201 status code.
- When a user provides invalid input or an error condition occurs while trying to block a bundle.
- The API should return an appropriate error status (e.g., 400).
"
166,PUT,False,[API][PUT /1.0/kb/bundles/{bundleId}/renameKey] Update a bundle externalKey,"This API endpoint is intended to update a bundle externalkey.
A user should be able to use this endpoint to update a bundle externalkey.
Interaction occurs via the `PUT /1.0/kb/bundles/{bundleId}/renameKey` endpoint. 

Acceptance Criteria:
- When a user attempts to update a bundle externalkey successfully.
- The API should respond with a 204 status code.
"
167,GET,False,[API][GET /1.0/kb/catalog/xml] Retrieve the full catalog as XML,"This API endpoint is intended to retrieve the full catalog as xml.
A user should be able to use this endpoint to retrieve the full catalog as xml.
Interaction occurs via the `GET /1.0/kb/catalog/xml` endpoint. 

Acceptance Criteria:
- User interacts with the endpoint to retrieve the full catalog as xml.
- Verify the system processes the request as generally expected.
- Confirm basic error paths are handled without crashing.
"
168,POST,False,[API][POST /1.0/kb/catalog/xml] Upload the full catalog as XML,"This API endpoint is intended to upload the full catalog as xml.
A user should be able to use this endpoint to upload the full catalog as xml.
Interaction occurs via the `POST /1.0/kb/catalog/xml` endpoint. 

Acceptance Criteria:
- User interacts with the endpoint to upload the full catalog as xml.
- Verify the system processes the request as generally expected.
- Confirm basic error paths are handled without crashing.
"
169,GET,False,[API][GET /1.0/kb/catalog] Retrieve the catalog as JSON,"This API endpoint is intended to retrieve the catalog as json.
A user should be able to use this endpoint to retrieve the catalog as json.
Interaction occurs via the `GET /1.0/kb/catalog` endpoint. 

Acceptance Criteria:
- When a user attempts to retrieve the catalog as json successfully.
- The API should respond with a 200 status code.
"
170,DELETE,False,[API][DELETE /1.0/kb/catalog] Delete all versions for a per tenant catalog,"This API endpoint is intended to delete all versions for a per tenant catalog.
A user should be able to use this endpoint to delete all versions for a per tenant catalog.
Interaction occurs via the `DELETE /1.0/kb/catalog` endpoint. 

Acceptance Criteria:
- When a user attempts to delete all versions for a per tenant catalog successfully.
- The API should respond with a 204 status code.
"
171,GET,False,[API][GET /1.0/kb/catalog/versions] Retrieve a list of catalog versions,"This API endpoint is intended to retrieve a list of catalog versions.
A user should be able to use this endpoint to retrieve a list of catalog versions.
Interaction occurs via the `GET /1.0/kb/catalog/versions` endpoint. 

Acceptance Criteria:
- User interacts with the endpoint to retrieve a list of catalog versions.
- Verify the system processes the request as generally expected.
- Confirm basic error paths are handled without crashing.
"
172,GET,False,[API][GET /1.0/kb/catalog/availableAddons] Retrieve available add-ons for a given product,"This API endpoint is intended to retrieve available add-ons for a given product.
A user should be able to use this endpoint to retrieve available add-ons for a given product.
Interaction occurs via the `GET /1.0/kb/catalog/availableAddons` endpoint. 

Acceptance Criteria:
- When a user attempts to retrieve available add-ons for a given product successfully.
- The API should respond with a 200 status code.
"
173,GET,False,[API][GET /1.0/kb/catalog/availableBasePlans] Retrieve available base plans,"This API endpoint is intended to retrieve available base plans.
A user should be able to use this endpoint to retrieve available base plans.
Interaction occurs via the `GET /1.0/kb/catalog/availableBasePlans` endpoint. 

Acceptance Criteria:
- User interacts with the endpoint to retrieve available base plans.
- Verify the system processes the request as generally expected.
- Confirm basic error paths are handled without crashing.
"
174,GET,False,[API][GET /1.0/kb/catalog/plan] Retrieve plan for a given subscription and date,"This API endpoint is intended to retrieve plan for a given subscription and date.
A user should be able to use this endpoint to retrieve plan for a given subscription and date.
Interaction occurs via the `GET /1.0/kb/catalog/plan` endpoint. 

Acceptance Criteria:
- User interacts with the endpoint to retrieve plan for a given subscription and date.
- Verify the system processes the request as generally expected.
- Confirm basic error paths are handled without crashing.
"
175,GET,False,[API][GET /1.0/kb/catalog/phase] Retrieve phase for a given subscription and date,"This API endpoint is intended to retrieve phase for a given subscription and date.
A user should be able to use this endpoint to retrieve phase for a given subscription and date.
Interaction occurs via the `GET /1.0/kb/catalog/phase` endpoint. 

Acceptance Criteria:
- When a user attempts to retrieve phase for a given subscription and date successfully.
- The API should respond with a 200 status code.
"
176,GET,False,[API][GET /1.0/kb/catalog/product] Retrieve product for a given subscription and date,"This API endpoint is intended to retrieve product for a given subscription and date.
A user should be able to use this endpoint to retrieve product for a given subscription and date.
Interaction occurs via the `GET /1.0/kb/catalog/product` endpoint. 

Acceptance Criteria:
- When a user attempts to retrieve product for a given subscription and date successfully.
- The API should respond with a 200 status code.
"
177,GET,False,[API][GET /1.0/kb/catalog/priceList] Retrieve priceList for a given subscription and date,"This API endpoint is intended to retrieve pricelist for a given subscription and date.
A user should be able to use this endpoint to retrieve pricelist for a given subscription and date.
Interaction occurs via the `GET /1.0/kb/catalog/priceList` endpoint. 

Acceptance Criteria:
- When a user attempts to retrieve pricelist for a given subscription and date successfully.
- The API should respond with a 200 status code.
"
178,POST,False,[API][POST /1.0/kb/catalog/simplePlan] Add a simple plan entry in the current version of the catalog,"This API endpoint is intended to add a simple plan entry in the current version of the catalog.
A user should be able to use this endpoint to add a simple plan entry in the current version of the catalog.
Interaction occurs via the `POST /1.0/kb/catalog/simplePlan` endpoint. 

Acceptance Criteria:
- User interacts with the endpoint to add a simple plan entry in the current version of the catalog.
- Verify the system processes the request as generally expected.
- Confirm basic error paths are handled without crashing.
"
179,GET,False,[API][GET /1.0/kb/credits/{creditId}] Retrieve a credit by id,"This API endpoint is intended to retrieve a credit by id.
A user should be able to use this endpoint to retrieve a credit by id.
Interaction occurs via the `GET /1.0/kb/credits/{creditId}` endpoint. 

Acceptance Criteria:
- When a user provides invalid input or an error condition occurs while trying to retrieve a credit by id.
- The API should return an appropriate error status (e.g., 400).
"
180,POST,False,[API][POST /1.0/kb/credits] Create a credit,"This API endpoint is intended to create a credit.
A user should be able to use this endpoint to create a credit.
Interaction occurs via the `POST /1.0/kb/credits` endpoint. 

Acceptance Criteria:
- When a user attempts to create a credit successfully.
- The API should respond with a 201 status code.
- When a user provides invalid input or an error condition occurs while trying to create a credit.
- The API should return an appropriate error status (e.g., 400).
"
181,GET,False,[API][GET /1.0/kb/customFields/pagination] List custom fields,"This API endpoint is intended to list custom fields.
A user should be able to use this endpoint to list custom fields.
Interaction occurs via the `GET /1.0/kb/customFields/pagination` endpoint. 

Acceptance Criteria:
- When a user attempts to list custom fields successfully.
- The API should respond with a 200 status code.
"
182,GET,False,[API][GET /1.0/kb/customFields/{customFieldId}/auditLogsWithHistory] Retrieve custom field audit logs with history by id,"This API endpoint is intended to retrieve custom field audit logs with history by id.
A user should be able to use this endpoint to retrieve custom field audit logs with history by id.
Interaction occurs via the `GET /1.0/kb/customFields/{customFieldId}/auditLogsWithHistory` endpoint. 

Acceptance Criteria:
- When a user provides invalid input or an error condition occurs while trying to retrieve custom field audit logs with history by id.
- The API should return an appropriate error status (e.g., 404).
"
183,GET,False,"[API][GET /1.0/kb/customFields/search] Search custom fields by type, name and optional value","This API endpoint is intended to search custom fields by type, name and optional value.
A user should be able to use this endpoint to search custom fields by type, name and optional value.
Interaction occurs via the `GET /1.0/kb/customFields/search` endpoint. 

Acceptance Criteria:
- When a user attempts to search custom fields by type, name and optional value successfully.
- The API should respond with a 200 status code.
"
184,GET,False,[API][GET /1.0/kb/customFields/search/{searchKey}] Search custom fields,"This API endpoint is intended to search custom fields.
A user should be able to use this endpoint to search custom fields.
Interaction occurs via the `GET /1.0/kb/customFields/search/{searchKey}` endpoint. 

Acceptance Criteria:
- User interacts with the endpoint to search custom fields.
- Verify the system processes the request as generally expected.
- Confirm basic error paths are handled without crashing.
"
185,GET,False,[API][GET /1.0/kb/export/{accountId}] Export account data,"This API endpoint is intended to export account data.
A user should be able to use this endpoint to export account data.
Interaction occurs via the `GET /1.0/kb/export/{accountId}` endpoint. 

Acceptance Criteria:
- When a user attempts to export account data successfully.
- The API should respond with a 200 status code.
"
